time,pos_x,pos_y,pos_z,yaw,vel_x,vel_y,vel_z,vel_yaw,acc_x,acc_y,acc_z,acc_yaw
0.0,-2.9999999999999987,-2.999999999999999,1.4999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02005730659025788,-2.99999804922961,-2.9999847169947667,1.4999982962411755,2.9300760069112005e-06,0.0002912856875071143,0.0022828126880666574,-0.00025457431208848427,0.0004372405847848323,0.028863082827422972,0.22635693066883888,-0.025259855887935487,0.043270763423609936
0.04011461318051576,-2.99998460583503,-2.999879272803677,1.4999865277280768,2.3078666567787953e-05,0.0011440015250686736,0.008977959944829127,-0.0010025566194041206,0.0017128723738487125,0.05614789745103905,0.4412662690495003,-0.04934406935902713,0.08384780238286717
0.060171919770773644,-2.999948754913921,-2.9995976971289404,1.4999550601213478,7.667832365732559e-05,0.0025268750953707517,0.019858458655342238,-0.002220630263799139,0.0037735417952023268,0.08188373854812095,0.6449248882246958,-0.07227225943264572,0.12178320860754582
0.08022922636103152,-2.999880201153354,-2.999058519960452,1.499894721490992,0.0001789049461563882,0.004409219874664663,0.03470126316633303,-0.0038858709675227247,0.006566937111451852,0.10609990079589163,0.8375296612771232,-0.09406404512815313,0.15712907382742025
0.1002865329512894,-2.9997692571119416,-2.998184692826553,1.499796794468763,0.00034389861654391784,0.006760935232727888,0.05328726528616255,-0.005975746833201033,0.01004178841979894,0.12882567887160604,1.0192774612894797,-0.11473904546491481,0.18993748977226454
0.12034383954154729,-2.999606831501963,-2.9969035100448043,1.4996530084005595,0.0005847844375888448,0.009552506432896044,0.07540129428486142,-0.008468118343856286,0.014147867652040725,0.15009036745251558,1.1903651613444826,-0.13431687946230514,0.22026054817185284
0.14040114613180515,-2.9993844174714956,-2.995146529972745,1.4994555314988145,0.0009136933690419969,0.012755004632044672,0.10083211689411067,-0.011341238362893446,0.018835988574569845,0.16992326121585205,1.350989634524824,-0.15281716613967883,0.24815034075595935
0.16045845272206305,-2.999094080886549,-2.992849496258671,1.4991969629948911,0.001341783064328009,0.01634008688059458,0.1293724373072414,-0.014573752134106,0.024058006788374386,0.18835365483886868,1.5013477539132012,-0.17025952451641027,0.27365895925435846
0.18051575931232094,-2.998728448613182,-2.9899522590923886,1.4988703252914706,0.0018792587072372332,0.02027999612251139,0.1608188971792422,-0.018144697281674393,0.029766819729037955,0.20541084299880624,1.6416363925923207,-0.18666357361186225,0.29683849539682405
0.2005730659025788,-2.9982806967996414,-2.986398696455989,1.498469056114947,0.0025353938486176474,0.024547561195307762,0.19497207562675703,-0.022033503810167585,0.035916366666739606,0.2211241203729072,1.7720524236448785,-0.20204893244540112,0.3177410409131304
0.22063037249283668,-2.9977445391584885,-2.9821366353746175,1.4979870006678202,0.003318551243066768,0.029116196830037598,0.2316364892280794,-0.026219994104540394,0.042461628706253925,0.2355227816384229,1.8927927201535895,-0.21643522003639581,0.33641868753305193
0.24068767908309457,-2.9971142152487285,-2.977117773167233,1.4974184037810863,0.004236203685623558,0.03395990365130229,0.2706205920231595,-0.030684382930135472,0.049358628786950944,0.2486361214725923,2.0040541552011373,-0.22984205540420827,0.3529235269863625
0.26074498567335247,-2.9963844787579372,-2.9712975986973804,1.4967579020666306,0.005294954848460328,0.03905326817724719,0.31173677551360107,-0.03540727743268313,0.05656443168279617,0.26049343455266505,2.106033601870237,-0.24228905756820837,0.36730765100283636
0.2808022922636103,-2.9955505857843945,-2.9646353136239556,1.496000516069621,0.006500560117574667,0.044371462819564174,0.35480136866266454,-0.040369677138300836,0.06403714400235067,0.27112401555588367,2.198927933243584,-0.2537958455477607,0.3796231513122481
0.3008595988538682,-2.9946082831192093,-2.957093753651975,1.4951416424208972,0.00785794742948133,0.04989024588348621,0.3996346378952585,-0.045552973953493364,0.07173591418877087,0.28055715915949414,2.2829340224038814,-0.2643820383622324,0.3899221196443715
0.3209169054441261,-2.993553796528452,-2.9486393097833377,1.4941770459893673,0.009371238107904162,0.055585961567794155,0.44606078709795055,-0.050938952165151895,0.07962093251980877,0.2888221600407417,2.358248742433834,-0.274067255030989,0.3982566477289809
0.340974212034384,-2.9923838190352785,-2.939241849567594,1.4931028520343956,0.011043767700467987,0.061435539964815315,0.4939079576189613,-0.05650978844055737,0.08765343110781183,0.2959483128768644,2.425068966416135,-0.28287111457339376,0.40467882729585036
0.3610315186246419,-2.9910954992020664,-2.928874638352715,1.4919155383581975,0.012878106815390557,0.06741649706041679,0.5430082282681633,-0.062248051827374855,0.09579568389972301,0.301964912345119,2.483591567433494,-0.29081323600882003,0.409240750074754
0.38108882521489973,-2.989686429412541,-2.917514260535861,1.4906119274582332,0.01487608195817442,0.07350693473401505,0.5931976153170854,-0.0681367037536589,0.10401100667708073,0.3069012531227383,2.5340134185686076,-0.2979132383566262,0.4119945077954664
0.4011461318051576,-2.988154634153898,-2.905140540814137,1.4891891786795939,0.017038796368298862,0.07968554075857046,0.6443160724989108,-0.07415909802785162,0.11226375705601892,0.31078662988697525,2.5765313929041787,-0.30419074063618345,0.4129921921877613
0.4212034383954155,-2.986498558298946,-2.8917364654353763,1.4876447803674024,0.019366650855911775,0.08593158880058652,0.6962074910084738,-0.08029898083878054,0.12051933448726689,0.3136503373150711,2.6113423635229096,-0.3096653618668566,0.41228589498141316
0.44126074498567336,-2.984717055388224,-2.8772881034488953,1.485976542019199,0.021859364638521644,0.09222493842011373,0.7487196995022661,-0.08654049075566228,0.12874418025614964,0.31552167008427257,2.6386432035075016,-0.3143567210680119,0.40992770790619626
